name;title;reference;metasploit;type;name2;title3;reference4;metasploit5;type6;version;title7;reference8;metasploit9;type10
wp-bannerize;WP Bannerize plugin <= 2.8.6 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17764/;;SQLI;;;;;;;;;;
wp-bannerize;WP Bannerize plugin <= 2.8.7 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17906/;;SQLI;;;;;;;;;;
search-autocomplete;SearchAutocomplete plugin <= 1.0.8 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17767/;;SQLI;;;;;;;;;;
videowhisper-video-presentation;VideoWhisper Video Presentation plugin <= 1.1 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17771/;;SQLI;;;;;;;;;;
facebook-opengraph-meta-plugin;Facebook Opengraph Meta plugin <= 1.0 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17773/;;SQLI;;;;;;;;;;
zotpress;Zotpress plugin <= 4.4 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17778/;;SQLI;;;;;;;;;;
oqey-gallery;oQey Gallery plugin <= 0.4.8 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17779/;;SQLI;;;;;;;;;;
tweet-old-post;Tweet Old Post plugin <= 3.2.5 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17789/;;SQLI;;;;;;;;;;
post-highlights;post highlights plugin <= 2.2 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17790/;;SQLI;;;;;;;;;;
knr-author-list-widget;KNR Author List Widget plugin <= 2.0.0 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17791/;;SQLI;;;;;;;;;;
scormcloud;SCORM Cloud plugin <= 1.0.6.6 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17793/;;SQLI;;;;;;;;;;
eventify;Eventify - Simple Events plugin <= 1.7.f SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17794/;;SQLI;;;;;;;;;;
paid-downloads;Paid Downloads plugin <= 2.01 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17797/;;SQLI;;;;;;;;;;
community-events;Community Events plugin <= 1.2.1 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17798/;;SQLI;;;;;;;;;;
1-flash-gallery;1 Flash Gallery Arbiraty File Upload Exploit (MSF);http://www.exploit-db.com/exploits/17801/;;UPLOAD;;;;;;;;;;
wp-filebase;WP-Filebase Download Manager plugin <= 0.2.9 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17808/;;SQLI;;;;;;;;;;
wp-filebase;WordPress WP-Filebase Plugin < 0.2.9.25 Unspecified Vulnerabilities;http://secunia.com/advisories/51269/;;UNKNOWN;;;;;;;;;;
a-to-z-category-listing;A to Z Category Listing plugin <= 1.3 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17809/;;SQLI;;;;;;;;;;
wp-e-commerce;WP e-Commerce plugin <= 3.8.6 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17832/;;SQLI;;;;;;;;;;
filedownload;Filedownload 0.1 (download.php) Remote File Disclosure Vulnerability;http://www.exploit-db.com/exploits/17858/;;LFI;;;;;;;;;;
thecartpress;TheCartPress <= 1.6 Cross Site Sripting;http://packetstormsecurity.org/files/108272/;;XSS;;;;;;;;;;
thecartpress;TheCartPress 1.1.1 Remote File Inclusion;http://www.exploit-db.com/exploits/17860/;;RFI;;;;;;;;;;
wpeasystats;WPEasyStats 1.8 Remote File Inclusion;http://www.exploit-db.com/exploits/17862/;;RFI;;;;;;;;;;
annonces;Annonces 1.2.0.0 Remote File Inclusion;http://www.exploit-db.com/exploits/17863/;;RFI;;;;;;;;;;
livesig;Livesig 0.4 Remote File Inclusion;http://www.exploit-db.com/exploits/17864/;;RFI;;;;;;;;;;
disclosure-policy-plugin;Disclosure Policy 1.0 Remote File Inclusion;http://www.exploit-db.com/exploits/17865/;;RFI;;;;;;;;;;
mailz;Mailing List 1.3.2 Remote File Inclusion;http://www.exploit-db.com/exploits/17866/;;RFI;;;;;;;;;;
mailz;Mailing List < 1.4.1 Arbitrary file download;http://www.exploit-db.com/exploits/18276/;;UNKNOWN;;;;;;;;;;
g-web-shop;Zingiri Web Shop 2.2.0 Remote File Inclusion;http://www.exploit-db.com/exploits/17867/;;RFI;;;;;;;;;;
g-web-shop;Zingiri Web Shop <= 2.2.3 Remote Code Execution;http://www.exploit-db.com/exploits/18111/;;RCE;;;;;;;;;;
mini-mail-dashboard-widget;Mini Mail Dashboard Widget 1.36 Remote File Inclusion;http://www.exploit-db.com/exploits/17868/;;RFI;;;;;;;;;;
mini-mail-dashboard-widget;Mini Mail Dashboard Widget 1.42 Stored XSS;http://www.exploit-db.com/exploits/20358/;;XSS;;;;;;;;;;
relocate-upload;Relocate Upload 0.14 Remote File Inclusion;http://www.exploit-db.com/exploits/17869/;;RFI;;;;;;;;;;
category-grid-view-gallery;Category Grid View Gallery plugin 0.1.1 Shell Upload vulnerability;http://www.exploit-db.com/exploits/17872/;;UPLOAD;;;;;;;;;;
auto-attachments;Auto Attachments plugin 0.2.9 Shell Upload vulnerability;http://www.exploit-db.com/exploits/17872/;;UPLOAD;;;;;;;;;;
wp-marketplace;WP Marketplace plugin 1.1.0 Shell Upload vulnerability;http://www.exploit-db.com/exploits/17872/;;UPLOAD;;;;;;;;;;
dp-thumbnail;DP Thumbnail plugin 1.0 Shell Upload vulnerability;http://www.exploit-db.com/exploits/17872/;;UPLOAD;;;;;;;;;;
vk-gallery;Vk Gallery plugin 1.1.0 Shell Upload vulnerability;http://www.exploit-db.com/exploits/17872/;;UPLOAD;;;;;;;;;;
rekt-slideshow;Rekt Slideshow plugin 1.0.5 Shell Upload vulnerability;http://www.exploit-db.com/exploits/17872/;;UPLOAD;;;;;;;;;;
cac-featured-content;CAC Featured Content plugin 0.8 Shell Upload vulnerability;http://www.exploit-db.com/exploits/17872/;;UPLOAD;;;;;;;;;;
rent-a-car;Rent A Car plugin 1.0 Shell Upload vulnerability;http://www.exploit-db.com/exploits/17872/;;UPLOAD;;;;;;;;;;
lisl-last-image-slider;LISL Last Image Slider plugin 1.0 Shell Upload vulnerability;http://www.exploit-db.com/exploits/17872/;;UPLOAD;;;;;;;;;;
islidex;Islidex plugin 2.7 Shell Upload vulnerability;http://www.exploit-db.com/exploits/17872/;;UPLOAD;;;;;;;;;;
kino-gallery;Kino Gallery plugin 1.0 Shell Upload vulnerability;http://www.exploit-db.com/exploits/17872/;;UPLOAD;;;;;;;;;;
cms-pack-cache;Cms Pack plugin 1.3 Shell Upload vulnerability;http://www.exploit-db.com/exploits/17872/;;UPLOAD;;;;;;;;;;
a-gallery;A Gallery plugin 0.9 Shell Upload vulnerability;http://www.exploit-db.com/exploits/17872/;;UPLOAD;;;;;;;;;;
category-list-portfolio-page;Category List Portfolio Page plugin 0.9 Shell Upload vulnerability;http://www.exploit-db.com/exploits/17872/;;UPLOAD;;;;;;;;;;
really-easy-slider;Really Easy Slider plugin 0.1 Shell Upload vulnerability;http://www.exploit-db.com/exploits/17872/;;UPLOAD;;;;;;;;;;
verve-meta-boxes;Verve Meta Boxes plugin 1.2.8 Shell Upload vulnerability;http://www.exploit-db.com/exploits/17872/;;UPLOAD;;;;;;;;;;
user-avatar;User Avatar plugin 1.3.7 shell upload vulnerability;http://www.exploit-db.com/exploits/17872/;;UPLOAD;;;;;;;;;;
extend-wordpress;Extend plugin 1.3.7 Shell Upload vulnerability;http://www.exploit-db.com/exploits/17872/;;UPLOAD;;;;;;;;;;
adrotate;AdRotate plugin <= 3.6.5 SQL Injection Vulnerability;http://unconciousmind.blogspot.com/2011/09/wordpress-adrotate-plugin-365-sql.html;;SQLI;;;;;;;;;;
adrotate;AdRotate plugin <= 3.6.6 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/18114/;;SQLI;;;;;;;;;;
wp-spamfree;WP-SpamFree 3.2.1 Spam SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17970/;;SQLI;;;;;;;;;;
gd-star-rating;WordPress GD Star Rating Plugin < 1.9.19 Export Security Bypass Security Issue;http://secunia.com/advisories/49850/;;AUTHBYPASS;;;;;;;;;;
gd-star-rating;GD Star Rating plugin <= 1.9.16 Cross Site Scripting;http://www.packetstormsecurity.org/files/112702;;XSS;;;;;;;;;;
gd-star-rating;GD Star Rating plugin <= 1.9.10 SQL Injection;http://www.exploit-db.com/exploits/17973/;;SQLI;;;;;;;;;;
contact-form-wordpress;Contact Form plugin <= 2.7.5 SQL Injection;http://www.exploit-db.com/exploits/17980/;;SQLI;;;;;;;;;;
wp-photo-album-plus;WP Photo Album Plus <= 4.1.1 SQL Injection;http://www.exploit-db.com/exploits/17983/;;SQLI;;;;;;;;;;
wp-photo-album-plus;WP Photo Album Plus <= 4.8.12 Cross-Site Scripting;http://secunia.com/advisories/51679/;;XSS;;;;;;;;;;
wp-photo-album-plus;WP Photo Album Plus < 4.9.1 Full Path Disclosure;http://1337day.com/exploit/20125;;FPD;;;;;;;;;;
wp-photo-album-plus;WP Photo Album Plus < 4.9.3 XSS;http://secunia.com/advisories/51829/;;XSS;;;;;;;;;;
wp-photo-album-plus;WP Photo Album Plus < 4.9.3 XSS;http://secunia.com/advisories/51669/;;XSS;;;;;;;;;;
backwpup;BackWPUp 2.1.4 Code Execution;http://www.exploit-db.com/exploits/17987/;;RCE;;;;;;;;;;
backwpup;plugin BackWPup 1.5.2, 1.6.1, 1.7.1 Remote and Local Code Execution Vulnerability;http://osvdb.org/show/osvdb/71481;;RCE;;;;;;;;;;
portable-phpmyadmin;portable-phpMyAdmin < 1.3.1 Authentication Bypass;http://www.exploit-db.com/exploits/23356;;AUTHBYPASS;;;;;;;;;;
portable-phpmyadmin;portable-phpMyAdmin < 1.3.1 Authentication Bypass;http://secunia.com/advisories/51520/;;AUTHBYPASS;;;;;;;;;;
super-refer-a-friend;super-refer-a-friend < 1.0 Full Path Disclosure;http://1337day.com/exploit/20126;;FPD;;;;;;;;;;
w3-total-cache;W3-Total-Cache 0.9.2.4 (or before) Username and Hash Extract;http://seclists.org/fulldisclosure/2012/Dec/242;;UNKNOWN;;;;;;;;;;
w3-total-cache;W3-Total-Cache 0.9.2.4 (or before) Username and Hash Extract;https://github.com/FireFart/W3TotalCacheExploit;;UNKNOWN;;;;;;;;;;
w3-total-cache;W3-Total-Cache 0.9.2.4 (or before) Username and Hash Extract;;auxiliary/gather/wp_w3_total_cache_hash_extract;UNKNOWN;;;;;;;;;;
ripe-hd-player;ripe-hd-player 1.0 SQL Injection;http://www.exploit-db.com/exploits/24229/;;SQLI;;;;;;;;;;
ripe-hd-player;ripe-hd-player 1.0 Full Path Disclosure;http://www.exploit-db.com/exploits/24229/;;FPD;;;;;;;;;;
floating-tweets;floating-tweets persistent XSS;http://packetstormsecurity.com/files/119499/floatingtweets-xsstraversal.txt;;XSS;;;;;;;;;;
floating-tweets;floating-tweets persistent XSS;http://websecurity.com.ua/6023/;;XSS;;;;;;;;;;
floating-tweets;floating-tweets directory traversal;http://packetstormsecurity.com/files/119499/floatingtweets-xsstraversal.txt;;UNKNOWN;;;;;;;;;;
floating-tweets;floating-tweets directory traversal;http://websecurity.com.ua/6023/;;UNKNOWN;;;;;;;;;;
ipfeuilledechou;ipfeuilledechou SQL Injection Vulnerability;http://www.exploit4arab.com/exploits/377;;SQLI;;;;;;;;;;
ipfeuilledechou;ipfeuilledechou SQL Injection Vulnerability;http://1337day.com/exploits/20206;;SQLI;;;;;;;;;;
simple-login-log;Simple Login Log Plugin < 0.9.4 XSS;http://secunia.com/advisories/51780/;;XSS;;;;;;;;;;
simple-login-log;Simple Login Log Plugin < 0.9.4 SQL Injection;http://secunia.com/advisories/51780/;;SQLI;;;;;;;;;;
wp-slimstat;wp-slimstat < 2.8.5 XSS;http://secunia.com/advisories/51721/;;XSS;;;;;;;;;;
browser-rejector;browser-rejector < 2.11 Remote and Local File Inclusion;http://secunia.com/advisories/51739/;;LFI;;;;;;;;;;
wp-file-uploader;WordPress File Uploader Plugin PHP File Upload Vulnerability;http://la.usch.io/2013/01/21/wordpress-file-uploader-plugin-php-file-upload-vulnerability/;;UPLOAD;;;;;;;;;;
cardoza-wordpress-poll;WordPress Poll Plugin < 34.06 Cross-Site Request Forgery Vulnerability;http://secunia.com/advisories/51925/;;CSRF;;;;;;;;;;
cardoza-wordpress-poll;Multiple SQL injection vulnerabilities in Cardoza Wordpress poll plugin;http://secunia.com/advisories/51942/;;SQLI;;;;;;;;;;
cardoza-wordpress-poll;Multiple SQL injection vulnerabilities in Cardoza Wordpress poll plugin;http://www.girlinthemiddle.net/2013/01/multiple-sql-injection-vulnerabilities.html;;SQLI;;;;;;;;;;
cardoza-wordpress-poll;Multiple SQL injection vulnerabilities in Cardoza Wordpress poll plugin;http://seclists.org/bugtraq/2013/Jan/86;;SQLI;;;;;;;;;;
cardoza-wordpress-poll;WordPress Poll Plugin < 33.6 Multiple SQL Injection Vulnerabilities;http://secunia.com/advisories/50910/;;SQLI;;;;;;;;;;
devformatter;Wordpress Developer Formatter CSRF and XSS Vulnerability;http://illsecure.com/code/Wordpress-DevFormatter-CSRF-Vulnerability.txt;;MULTI;;;;;;;;;;
devformatter;Wordpress Developer Formatter CSRF and XSS Vulnerability;http://1337day.com/exploits/20210;;MULTI;;;;;;;;;;
devformatter;Wordpress Developer Formatter CSRF and XSS Vulnerability;http://secunia.com/advisories/51912/;;MULTI;;;;;;;;;;
dvs-custom-notification;WordPress DVS Custom Notification Plugin < 1.0.1 Cross-Site Request Forgery Vulnerability;http://secunia.com/advisories/51531/;;CSRF;;;;;;;;;;
events-manager;WordPress Events Manager Plugin < 5.3.4 Multiple Cross-Site Scripting Vulnerabilities;http://secunia.com/advisories/51869/;;XSS;;;;;;;;;;
solvemedia;WordPress SolveMedia < 1.1.1 CSRF Vulnerability;http://1337day.com/exploit/20222;;CSRF;;;;;;;;;;
solvemedia;WordPress SolveMedia < 1.1.1 CSRF Vulnerability;http://secunia.com/advisories/51927/;;CSRF;;;;;;;;;;
usc-e-shop;WordPress Welcart e-Commerce Plugin Cross-Site Scripting and Request Forgery Vulnerabilities;http://secunia.com/advisories/51581/;;MULTI;;;;;;;;;;
knews;WordPress Knews Multilingual Newsletters Plugin Cross-Site Request Forgery Vulnerability;http://secunia.com/advisories/51543/;;CSRF;;;;;;;;;;
video-lead-form;"WordPress Video Lead Form Plugin ""errMsg"" Cross-Site Scripting Vulnerability";http://secunia.com/advisories/51419/;;XSS;;;;;;;;;;
woocommerce-predictive-search;"WordPress WooCommerce Predictive Search Plugin ""rs"" Cross-Site Scripting Vulnerability";http://secunia.com/advisories/51385/;;XSS;;;;;;;;;;
wp-e-commerce-predictive-search;"WordPress WP e-Commerce Predictive Search Plugin ""rs"" Cross-Site Scripting Vulnerability";http://secunia.com/advisories/51384/;;XSS;;;;;;;;;;
wp-tiger;WordPress vTiger CRM Lead Capture Plugin < 1.1.0 Unspecified Vulnerability;http://secunia.com/advisories/51305/;;UNKNOWN;;;;;;;;;;
wp-postviews;"WordPress post-views Plugin ""search_input"" Cross-Site Scripting Vulnerability";http://secunia.com/advisories/50982/;;XSS;;;;;;;;;;
dx-contribute;WordPress DX-Contribute Plugin Cross-Site Request Forgery Vulnerability;http://secunia.com/advisories/51082/;;CSRF;;;;;;;;;;
wysija-newsletters;SQL Injection Vulnerability in Wysija Newsletters WordPress Plugin < 2.2.1;https://www.htbridge.com/advisory/HTB23140;;SQLI;;;;;;;;;;
wysija-newsletters;SQL Injection Vulnerability in Wysija Newsletters WordPress Plugin < 2.2.1;http://packetstormsecurity.com/files/120089/wpwysijanl-sql.txt;;SQLI;;;;;;;;;;
wysija-newsletters;SQL Injection Vulnerability in Wysija Newsletters WordPress Plugin < 2.2.1;http://seclists.org/bugtraq/2013/Feb/29;;SQLI;;;;;;;;;;
wysija-newsletters;SQL Injection Vulnerability in Wysija Newsletters WordPress Plugin < 2.2.1;http://cxsecurity.com/issue/WLB-2013020039;;SQLI;;;;;;;;;;
wysija-newsletters;WordPress Wysija Newsletters Plugin < 2.1.7 swfupload Cross-Site Scripting Vulnerability;http://secunia.com/advisories/51249/;;XSS;;;;;;;;;;
wysija-newsletters;WordPress Wysija Newsletters Plugin < 2.1.7 swfupload Cross-Site Scripting Vulnerability;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
hitasoft_player;"WordPress Hitasoft FLV Player Plugin ""id"" SQL Injection Vulnerability";http://secunia.com/advisories/51179/;;SQLI;;;;;;;;;;
spider-calendar;"WordPress Spider Calendar Plugin ""many_sp_calendar"" Cross-Site Scripting Vulnerability";http://secunia.com/advisories/50981/;;XSS;;;;;;;;;;
dynamic-font-replacement-4wp;Wordpress Dynamic Font Replacement 1.3 plugin SQL Injection Vulnerability;http://1337day.com/exploit/20239;;SQLI;;;;;;;;;;
form;"WordPress Zingiri Form Builder Plugin < 1.2.1 ""error"" Cross-Site Scripting Vulnerability";http://secunia.com/advisories/50983/;;XSS;;;;;;;;;;
white-label-cms;WordPress White Label CMS Plugin < 1.5.1 Cross-Site Request Forgery Vulnerability;http://secunia.com/advisories/50487/;;CSRF;;;;;;;;;;
download-shortcode;"Wordpress Download Shortcode Plugin < 0.2.1 ""file"" Arbitrary File Disclosure Vulnerability";http://secunia.com/advisories/50924/;;LFI;;;;;;;;;;
crayon-syntax-hightlighter;"WordPress Crayon Syntax Highlighter Plugin < 1.13""wp_load"" Remote File Inclusion Vulnerability";http://secunia.com/advisories/50804/;;RFI;;;;;;;;;;
eshop-magic;"WordPress eShop Magic Plugin < 0.2 ""file"" Arbitrary File Disclosure Vulnerability";http://secunia.com/advisories/50933/;;LFI;;;;;;;;;;
pinterest-pin-it-button;"WordPress Pinterest ""Pin It"" Button Lite Plugin < 1.4.0 Multiple Unspecified Vulnerabilities";http://secunia.com/advisories/50868/;;MULTI;;;;;;;;;;
css-plus;WordPress CSS Plus Plugin < 1.3.2 Unspecified Vulnerabilities;http://secunia.com/advisories/50793/;;UNKNOWN;;;;;;;;;;
multisite-plugin-manager;WordPress Multisite Plugin Manager Plugin < 3.1.2 Two Cross-Site Scripting Vulnerabilities;http://secunia.com/advisories/50762/;;XSS;;;;;;;;;;
abc-test;"WordPress ABC Test Plugin ""id"" Cross-Site Scripting Vulnerability";http://secunia.com/advisories/50608/;;XSS;;;;;;;;;;
token-manager;"Wordpress Token Manager Plugin ""tid"" Cross-Site Scripting Vulnerabilities";http://secunia.com/advisories/50722/;;XSS;;;;;;;;;;
sexy-add-template;WordPress Sexy Add Template Plugin Cross-Site Request Forgery Vulnerability;http://secunia.com/advisories/50709/;;CSRF;;;;;;;;;;
notices;WordPress Notices Ticker Plugin Cross-Site Request Forgery Vulnerability;http://secunia.com/advisories/50717/;;CSRF;;;;;;;;;;
mf-gig-calendar;WordPress MF Gig Calendar Plugin URL Cross-Site Scripting Vulnerability;http://secunia.com/advisories/50571/;;XSS;;;;;;;;;;
wp-topbar;WordPress WP-TopBar Plugin < 4.0.3 Cross-Site Request Forgery Vulnerability;http://secunia.com/advisories/50693/;;CSRF;;;;;;;;;;
webplayer;WordPress HD Webplayer Plugin Two SQL Injection Vulnerabilities;http://secunia.com/advisories/50466/;;SQLI;;;;;;;;;;
cloudsafe365-for-wp;WordPress Cloudsafe365 Plugin < 1.47 Multiple Vulnerabilities;http://secunia.com/advisories/50392/;;MULTI;;;;;;;;;;
vitamin;WordPress Vitamin Plugin < 1.1 Two Arbitrary File Disclosure Vulnerabilities;http://secunia.com/advisories/50176/;;LFI;;;;;;;;;;
featured-post-with-thumbnail;WordPress Featured Post with thumbnail Plugin < 1.5 Unspecified timthumb Vulnerability;http://secunia.com/advisories/50161/;;UNKNOWN;;;;;;;;;;
wp-effective-lead-management;WordPress WP Lead Management Plugin Script Insertion Vulnerabilities;http://secunia.com/advisories/50166/;;XSS;;;;;;;;;;
xve-various-embed;WordPress XVE Various Embed Plugin JW Player < 1.0.4 Multiple Cross-Site Scripting Vulnerabilities;http://secunia.com/advisories/50173/;;XSS;;;;;;;;;;
g-lock-double-opt-in-manager;WordPress G-Lock Double Opt-in Manager Plugin Two Security Bypass Vulnerabilities;http://secunia.com/advisories/50100/;;AUTHBYPASS;;;;;;;;;;
kau-boys-backend-localization;WordPress Backend Localization Plugin < 2.0 Cross-Site Scripting Vulnerabilities;http://secunia.com/advisories/50099/;;XSS;;;;;;;;;;
flexi-quote-rotator;WordPress Flexi Quote Rotator Plugin < 0.9.2 Cross-Site Request Forgery and SQL Injection Vulnerabilities;http://secunia.com/advisories/49910/;;MULTI;;;;;;;;;;
gotmls;WordPress Get Off Malicious Scripts < 1.2.07.20 Cross-Site Scripting Vulnerability;http://secunia.com/advisories/50030/;;XSS;;;;;;;;;;
cimy-user-extra-fields;WordPress Cimy User Extra Fields Plugin < 2.3.9 Arbitrary File Upload Vulnerability;http://secunia.com/advisories/49975/;;UPLOAD;;;;;;;;;;
nmedia-user-file-uploader;WordPress Nmedia Users File Uploader Plugin < 2.0 Arbitrary File Upload Vulnerability;http://secunia.com/advisories/49996/;;UPLOAD;;;;;;;;;;
wp-explorer-gallery;wp-explorer-gallery Arbitrary File Upload Vulnerability;http://www.1337day.com/exploit/20251;;UPLOAD;;;;;;;;;;
accordion;accordion Arbitrary File Upload Vulnerability;http://www.1337day.com/exploit/20254;;UPLOAD;;;;;;;;;;
wp-catpro;wp-catpro Arbitrary File Upload Vulnerability;http://www.1337day.com/exploit/20256;;UPLOAD;;;;;;;;;;
RLSWordPressSearch;Wordpress RLSWordPressSearch plugin SQL Injection;http://www.exploit-db.com/exploits/24440/;;SQLI;;;;;;;;;;
wordpress-simple-shout-box;wordpress-simple-shout-box Plugin SQL Injection;http://cxsecurity.com/issue/WLB-2013010235;;SQLI;;;;;;;;;;
portfolio-slideshow-pro;Wordpress portfolio-slideshow-pro v3 Plugin SQL Injection;http://cxsecurity.com/issue/WLB-2013010236;;SQLI;;;;;;;;;;
simple-history;"WordPress Simple History Plugin < 1.0.8 RSS Feed ""rss_secret"" Disclosure Weakness";http://secunia.com/advisories/51998/;;UNKNOWN;;;;;;;;;;
p1m-media-manager;WordPress p1m media manager plugin SQL Injection Vulnerability;http://www.1337day.com/exploit/20270;;SQLI;;;;;;;;;;
wp-table-reloaded;Wordpress wp-table-reloaded plugin < 1.9.4 cross-site scripting in SWF;http://packetstormsecurity.com/files/119968/wptablereloaded-xss.txt;;XSS;;;;;;;;;;
wp-table-reloaded;Wordpress wp-table-reloaded plugin < 1.9.4 cross-site scripting in SWF;http://secunia.com/advisories/52027/;;XSS;;;;;;;;;;
wp-table-reloaded;Wordpress wp-table-reloaded plugin < 1.9.4 cross-site scripting in SWF;http://seclists.org/bugtraq/2013/Feb/28;;XSS;;;;;;;;;;
wordpress-gallery;"WordPress Gallery Plugin ""load"" Remote File Inclusion Vulnerability";http://secunia.com/advisories/51347/;;RFI;;;;;;;;;;
forumconverter;Wordpress plugins ForumConverter SQL Injection Vulnerability;http://www.1337day.com/exploit/20275;;SQLI;;;;;;;;;;
newsletter;WordPress plugins Newsletter SQL Injection Vulnerability;http://www.1337day.com/exploit/20287;;SQLI;;;;;;;;;;
commentluv;Cross-Site Scripting (XSS) Vulnerability in CommentLuv WordPress Plugin < 2.92.4;https://www.htbridge.com/advisory/HTB23138;;XSS;;;;;;;;;;
commentluv;Cross-Site Scripting (XSS) Vulnerability in CommentLuv WordPress Plugin < 2.92.4;http://packetstormsecurity.com/files/120090/wpcommentluv-xss.txt;;XSS;;;;;;;;;;
commentluv;Cross-Site Scripting (XSS) Vulnerability in CommentLuv WordPress Plugin < 2.92.4;http://seclists.org/bugtraq/2013/Feb/30;;XSS;;;;;;;;;;
commentluv;Cross-Site Scripting (XSS) Vulnerability in CommentLuv WordPress Plugin < 2.92.4;http://cxsecurity.com/issue/WLB-2013020040;;XSS;;;;;;;;;;
commentluv;Cross-Site Scripting (XSS) Vulnerability in CommentLuv WordPress Plugin < 2.92.4;http://secunia.com/advisories/52092/;;XSS;;;;;;;;;;
wp-forum;Wordpress wp-forum plugin SQL Injection;http://cxsecurity.com/issue/WLB-2013020035;;SQLI;;;;;;;;;;
wp-ecommerce-shop-styling;"WordPress WP ecommerce Shop Styling Plugin < 1.8 ""dompdf"" Remote File Inclusion Vulnerability";http://secunia.com/advisories/51707/;;RFI;;;;;;;;;;
audio-player;Wordpress Audio Player Plugin < 2.0.4.6 XSS in SWF;http://seclists.org/bugtraq/2013/Feb/35;;XSS;;;;;;;;;;
audio-player;Wordpress Audio Player Plugin < 2.0.4.6 XSS in SWF;http://secunia.com/advisories/52083/;;XSS;;;;;;;;;;
ckeditor-for-wordpress;Wordpress plugin CKEditor 4.0 Arbitrary File Upload Exploit;http://1337day.com/exploit/20318;;UPLOAD;;;;;;;;;;
sociable;Wordpress Sociable;http://www.clshack.com;;XSS;;;;;;;;;;
